context_variant,model,instance,test_file,total_testcases,behavioral,crash,n/a
Method,GPT4o,BBC49,BBC49U140Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U142Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U153Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U178Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U188Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U191Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U193Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U200Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U210Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U217Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U233Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U275Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U278Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U286Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U290Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U43Test.java,1,0,1,0
Method,GPT4o,BBC49,BBC49U61Test.java,3,0,3,0
Method,GPT4o,BBC49,BBC49U64Test.java,3,0,3,0
Method,GPT4o,BBC49,BBC49U72Test.java,5,0,5,0
Method,GPT4o,BBC49,BBC49U73Test.java,4,0,4,0
Method,GPT4o,BBC49,BBC49U74Test.java,4,0,4,0
Method,GPT4o,BBC72,BBC72U10Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U111Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U113Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U11Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U131Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U135Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U139Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U140Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U147Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U148Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U14Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U156Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U158Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U160Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U162Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U164Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U167Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U171Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U172Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U177Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U179Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U182Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U183Test.java,3,0,3,0
Method,GPT4o,BBC72,BBC72U188Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U189Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U191Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U19Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U227Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U22Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U237Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U239Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U23Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U24Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U258Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U260Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U265Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U267Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U270Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U271Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U274Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U27Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U28Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U29Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U307Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U309Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U310Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U311Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U312Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U31Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U32Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U338Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U342Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U347Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U350Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U354Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U365Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U371Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U374Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U403Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U413Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U427Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U436Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U438Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U441Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U444Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U446Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U449Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U450Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U46Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U515Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U520Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U524Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U527Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U531Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U539Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U53Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U72Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U81Test.java,1,0,1,0
Method,GPT4o,BBC72,BBC72U82Test.java,6,0,6,0
Method,GPT4o,BBC72,BBC72U85Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U10Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U111Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U113Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U11Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U124Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U125Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U131Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U135Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U139Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U140Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U148Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U14Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U156Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U158Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U160Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U162Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U164Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U167Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U16Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U171Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U172Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U177Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U179Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U182Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U183Test.java,3,0,3,0
Method,GPT4o,BBC73,BBC73U188Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U189Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U191Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U19Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U224Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U227Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U22Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U239Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U23Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U24Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U271Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U27Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U28Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U29Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U309Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U310Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U312Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U31Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U324Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U32Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U338Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U342Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U343Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U345Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U347Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U350Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U351Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U365Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U368Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U374Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U403Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U434Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U436Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U438Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U441Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U443Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U444Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U445Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U449Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U450Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U461Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U515Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U517Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U520Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U522Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U527Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U531Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U539Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U53Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U540Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U54Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U57Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U70Test.java,4,0,4,0
Method,GPT4o,BBC73,BBC73U72Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U81Test.java,1,0,1,0
Method,GPT4o,BBC73,BBC73U82Test.java,6,0,6,0
Method,GPT4o,BBC73,BBC73U85Test.java,1,0,1,0
Method,GPTOSS,BBC06,BBC06U124Test.java,1,0,1,0
Method,GPTOSS,BBC06,BBC06U12Test.java,1,0,1,0
Method,GPTOSS,BBC06,BBC06U153Test.java,1,0,1,0
Method,GPTOSS,BBC06,BBC06U64Test.java,3,0,3,0
Method,GPTOSS,BBC06,BBC06U68Test.java,4,0,4,0
Method,GPTOSS,BBC132,BBC132U117Test.java,1,0,1,0
Method,GPTOSS,BBC132,BBC132U119Test.java,3,0,3,0
Method,GPTOSS,BBC132,BBC132U144Test.java,1,0,1,0
Method,GPTOSS,BBC132,BBC132U154Test.java,1,0,1,0
Method,GPTOSS,BBC132,BBC132U165Test.java,1,0,1,0
Method,GPTOSS,BBC132,BBC132U191Test.java,1,0,1,0
Method,GPTOSS,BBC132,BBC132U206Test.java,2,0,2,0
Method,GPTOSS,BBC132,BBC132U279Test.java,1,0,1,0
Method,GPTOSS,BBC132,BBC132U289Test.java,1,0,1,0
Method,GPTOSS,BBC132,BBC132U49Test.java,1,0,1,0
Method,GPTOSS,BBC132,BBC132U76Test.java,1,0,1,0
Method,GPTOSS,BBC165,BBC165U117Test.java,3,0,3,0
Method,GPTOSS,BBC165,BBC165U12Test.java,1,0,1,0
Method,GPTOSS,BBC165,BBC165U135Test.java,1,0,1,0
Method,GPTOSS,BBC165,BBC165U13Test.java,2,0,2,0
Method,GPTOSS,BBC165,BBC165U144Test.java,2,0,2,0
Method,GPTOSS,BBC165,BBC165U171Test.java,1,0,1,0
Method,GPTOSS,BBC165,BBC165U191Test.java,1,0,1,0
Method,GPTOSS,BBC165,BBC165U217Test.java,1,0,1,0
Method,GPTOSS,BBC165,BBC165U233Test.java,1,0,1,0
Method,GPTOSS,BBC165,BBC165U260Test.java,3,0,3,0
Method,GPTOSS,BBC165,BBC165U279Test.java,1,0,1,0
Method,GPTOSS,BBC165,BBC165U77Test.java,4,0,4,0
Method,GPTOSS,BBC17,BBC17U109Test.java,1,1,0,0
Method,GPTOSS,BBC17,BBC17U185Test.java,1,0,1,0
Method,GPTOSS,BBC17,BBC17U197Test.java,1,0,1,0
Method,GPTOSS,BBC17,BBC17U233Test.java,3,0,3,0
Method,GPTOSS,BBC17,BBC17U241Test.java,1,0,1,0
Method,GPTOSS,BBC17,BBC17U244Test.java,2,0,2,0
Method,GPTOSS,BBC17,BBC17U271Test.java,2,0,2,0
Method,GPTOSS,BBC17,BBC17U68Test.java,5,0,5,0
Method,GPTOSS,BBC17,BBC17U6Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U114Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U11Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U125Test.java,3,0,3,0
Method,GPTOSS,BBC36,BBC36U130Test.java,2,0,2,0
Method,GPTOSS,BBC36,BBC36U138Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U178Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U196Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U213Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U233Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U244Test.java,1,0,1,0
Method,GPTOSS,BBC36,BBC36U271Test.java,2,0,2,0
Method,GPTOSS,BBC36,BBC36U65Test.java,3,0,3,0
Method,GPTOSS,BBC36,BBC36U68Test.java,4,0,4,0
Method,GPTOSS,BBC36,BBC36U6Test.java,1,0,1,0
Method,GPTOSS,BBC49,BBC49U116Test.java,2,0,2,0
Method,GPTOSS,BBC49,BBC49U129Test.java,1,0,1,0
Method,GPTOSS,BBC49,BBC49U182Test.java,1,0,1,0
Method,GPTOSS,BBC49,BBC49U201Test.java,1,0,1,0
Method,GPTOSS,BBC49,BBC49U227Test.java,1,0,1,0
Method,GPTOSS,BBC49,BBC49U279Test.java,1,0,1,0
Method,GPTOSS,BBC49,BBC49U71Test.java,3,0,3,0
Method,GPTOSS,BBC72,BBC72U147Test.java,1,0,1,0
Method,GPTOSS,BBC72,BBC72U189Test.java,1,0,1,0
Method,GPTOSS,BBC72,BBC72U191Test.java,1,0,1,0
Method,GPTOSS,BBC72,BBC72U309Test.java,1,1,0,0
Method,GPTOSS,BBC72,BBC72U333Test.java,1,0,1,0
Method,GPTOSS,BBC72,BBC72U347Test.java,1,1,0,0
Method,GPTOSS,BBC72,BBC72U387Test.java,1,1,0,0
Method,GPTOSS,BBC72,BBC72U454Test.java,2,0,2,0
Method,GPTOSS,BBC73,BBC73U10Test.java,1,0,1,0
Method,GPTOSS,BBC73,BBC73U111Test.java,1,0,1,0
Method,GPTOSS,BBC73,BBC73U148Test.java,1,0,1,0
Method,GPTOSS,BBC73,BBC73U162Test.java,1,0,1,0
Method,GPTOSS,BBC73,BBC73U224Test.java,1,0,1,0
Method,GPTOSS,BBC73,BBC73U234Test.java,1,1,0,0
Method,GPTOSS,BBC73,BBC73U310Test.java,1,1,0,0
Method,GPTOSS,BBC73,BBC73U373Test.java,2,2,0,0
Method,GPTOSS,BBC73,BBC73U434Test.java,1,1,0,0
Method,GPTOSS,BBC73,BBC73U523Test.java,1,1,0,0
Method,GPTOSS,BBC73,BBC73U536Test.java,2,0,2,0
Method,Qwen3-coder,BBC06,BBC06U10Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U122Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U124Test.java,1,0,0,1
Method,Qwen3-coder,BBC06,BBC06U125Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U132Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U136Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U138Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U140Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U142Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U144Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U150Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U154Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U156Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U157Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U15Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U160Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U162Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U163Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U168Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U175Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U178Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U179Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U184Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U185Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U187Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U189Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U196Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U207Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U208Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U209Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U213Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U217Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U218Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U220Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U222Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U223Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U224Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U225Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U226Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U227Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U228Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U229Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U230Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U232Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U233Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U239Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U241Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U243Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U245Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U246Test.java,4,0,4,0
Method,Qwen3-coder,BBC06,BBC06U248Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U249Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U250Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U252Test.java,5,0,5,0
Method,Qwen3-coder,BBC06,BBC06U254Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U255Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U256Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U257Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U258Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U259Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U266Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U268Test.java,3,0,3,0
Method,Qwen3-coder,BBC06,BBC06U274Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U280Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U285Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U286Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U28Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U32Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U35Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U4Test.java,1,0,1,0
Method,Qwen3-coder,BBC06,BBC06U64Test.java,4,0,0,4
Method,Qwen3-coder,BBC06,BBC06U68Test.java,4,0,0,4
Method,Qwen3-coder,BBC06,BBC06U69Test.java,4,0,4,0
Method,Qwen3-coder,BBC06,BBC06U77Test.java,5,0,5,0
Method,Qwen3-coder,BBC103,BBC103U3Test.java,1,1,0,0
Method,Qwen3-coder,BBC115,BBC115U11Test.java,3,0,0,3
Method,Qwen3-coder,BBC131,BBC131U3Test.java,1,1,0,0
Method,Qwen3-coder,BBC132,BBC132U10Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U119Test.java,1,0,0,1
Method,Qwen3-coder,BBC132,BBC132U11Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U122Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U124Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U130Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U131Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U132Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U135Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U136Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U140Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U141Test.java,4,0,4,0
Method,Qwen3-coder,BBC132,BBC132U142Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U144Test.java,1,0,0,1
Method,Qwen3-coder,BBC132,BBC132U145Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U150Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U151Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U153Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U154Test.java,1,0,0,1
Method,Qwen3-coder,BBC132,BBC132U157Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U159Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U160Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U162Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U163Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U166Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U168Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U16Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U178Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U182Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U183Test.java,4,0,4,0
Method,Qwen3-coder,BBC132,BBC132U184Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U186Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U187Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U191Test.java,1,0,0,1
Method,Qwen3-coder,BBC132,BBC132U196Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U197Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U198Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U199Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U202Test.java,3,0,3,0
Method,Qwen3-coder,BBC132,BBC132U206Test.java,1,0,0,1
Method,Qwen3-coder,BBC132,BBC132U208Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U209Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U213Test.java,3,0,3,0
Method,Qwen3-coder,BBC132,BBC132U214Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U215Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U216Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U217Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U218Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U220Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U221Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U222Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U223Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U224Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U226Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U227Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U230Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U231Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U232Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U233Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U236Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U243Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U249Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U255Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U257Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U259Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U266Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U269Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U26Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U274Test.java,1,0,1,0
Method,Qwen3-coder,BBC132,BBC132U275Test.java,1,0,1,0
